,State,Year,income,State.MinWage.Adj,Party,pregnancyrate1517,pregnancyrate1819,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionrate1517,abortionrate1819,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthrate1819,birthrate1519,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value.2020.Dollars
338,MT,2010,49113,4.74,D,21.4,97.9,139.8,156.6,126.2,57.3,12.5,5.3,16,21.5,15,9.3,6,2.2,66.9,35.1,96.8,116.7,96.7,42.2,8.4,8.6,8.6,218.056,4.74,8.6
339,NC,2010,52147,8.6,R,31.6,97.4,150.8,151.6,119.4,55.3,13.1,6.9,19.3,28.7,21.3,13.6,7.2,2.4,63.5,38.3,99.3,106.8,87.1,39.5,8.7,8.6,8.6,218.056,8.6,8.6
340,ND,2010,60685,8.6,R,20.4,66.9,108.7,181.3,137.4,52.6,10.8,3.9,9.6,13.5,10.5,6.4,3.4,1.6,47,28.9,78.2,141.5,108.6,40.7,7.5,8.6,8.6,218.056,8.6,8.6
341,NE,2010,62467,8.6,R,21.5,73.4,132.6,174.4,135.1,58.5,12.7,3.4,8,13.7,9,5.8,4,1.5,53.8,31.1,98,137.1,107.3,45.1,9.2,8.6,8.6,218.056,8.6,8.6
342,NH,2010,79277,8.6,D,11.8,50.6,101.9,140.9,136,58.2,12.8,4,14.6,23.2,18.9,11.3,6.4,2.4,28.8,15.7,63.6,100.1,102.9,42.6,8.4,8.6,8.6,218.056,8.6,8.6
343,NJ,2010,74917,8.6,R,26.7,91.6,147.9,167.3,170.2,90.3,23.1,13.8,42.5,60.5,43.3,27.1,15.3,5.6,37.4,20,67.8,99.7,117,61.2,14.1,8.6,8.6,218.056,8.6,8.6
344,NM,2010,53699,8.9,D,46.4,129.2,173.4,155.3,111.5,55.4,15,9.5,23,29.5,20.4,13.6,7.5,3,86.6,53.2,117.4,110.7,80.4,39.3,9.8,8.6,8.9,218.056,8.9,8.9
345,NV,2010,60916,7.77,R,35,123.2,167,167.6,130.3,67.1,19.4,11.2,34.6,43.8,31.6,23.2,13.5,5.2,70.9,39,99,110.7,87.3,43.5,11.4,8.6,8.6,218.056,7.77,8.96
346,NY,2010,59228,8.6,D,36.3,100.8,150.9,163.6,161.7,93.4,26.7,20.7,49.3,62.4,48.4,33.8,19.7,7.3,38.8,22.8,68.6,92,103.7,59.8,15.6,8.6,8.6,218.056,8.6,8.6
347,OH,2010,54593,8.66,D,26.6,93.4,141.2,157.8,123.8,51.8,11.7,6.6,19.1,26.3,19.2,11.8,6.5,2.2,60.3,34.3,93.6,113.9,92.4,37.2,7.7,8.6,8.66,218.056,8.66,8.66
348,OK,2010,51282,2.37,D,35.8,115.1,165.7,161.1,108.1,43.9,10.7,4.3,12.3,16.1,12.5,8.2,4.8,1.8,84.6,50.7,123.3,122.8,82.5,32.2,7.2,8.6,8.6,218.056,2.37,8.6
349,OR,2010,60204,9.96,D,23.4,80.7,127.6,143.5,120.7,62.7,15.8,6.8,19.4,26.3,19.3,12.4,7.6,3,49.5,28.3,82.2,101.9,89.2,45.3,10.5,8.6,9.96,218.056,9.96,9.96
350,PA,2010,57482,8.6,D,26.2,78.9,126.2,153.8,140.2,63.1,14.6,8.2,23.8,34.3,25.1,16.5,9.1,3.1,43.9,27.1,73.7,105.1,101.7,44.3,9.4,8.6,8.6,218.056,8.6,8.6
351,RI,2010,61419,8.78,R,25.7,64.3,103.7,138.9,135.8,67.8,16.1,8.3,24,32.5,27.2,16.7,9.9,3.5,31.6,22.4,56.6,90.8,97.8,47.5,10.2,8.6,8.78,218.056,8.78,8.78
352,SC,2010,49611,0,R,36.5,103.9,148.8,151,113.5,49.9,11.8,8.7,18.9,25.6,20.3,12.9,7.7,2.5,69.3,42.9,100.5,107.3,82.7,34.5,7.5,8.6,8.6,218.056,0,0
353,SD,2010,53958,8.6,R,21.5,81,141,189.9,135.1,54.2,10.9,2.2,7.2,11.3,7.6,4.7,2.5,0.8,60.9,34.8,107.1,151.3,108.2,42.9,8.3,8.6,8.6,218.056,8.6,8.6
354,TN,2010,45914,0,D,30.3,108.3,152.8,148.8,105.4,45.1,10.3,5.4,15.1,23,16.9,10.7,5.5,1.9,76.3,43.5,106.2,108.6,78,32.5,6.9,8.6,8.6,218.056,0,0
355,TX,2010,56235,8.6,R,41.7,127.1,168.5,162.5,126.9,61.4,15.5,6.1,20.9,29.3,21.4,13.5,7.7,2.8,86.7,52.2,113.6,115.8,93.4,44.1,10.3,8.6,8.6,218.056,8.6,8.6
356,US,2010,58627,,D,30.3,96.8,145,158.2,133.8,66,17,8.6,24.2,34.1,25.8,16.8,9.7,3.6,58.5,34.4,89.5,108.2,96.1,46.1,10.9,,,,,
357,UT,2010,67461,8.6,R,19.1,64.1,142.7,205.6,152.1,66.5,16.5,2.1,6.8,9.6,7.7,5.3,3.9,2,47.1,28,110.1,164.3,121.9,51.8,11.9,8.6,8.6,218.056,8.6,8.6
358,VA,2010,71822,8.6,R,22.4,83.6,137.6,153.8,141.6,71.5,18.7,6.7,23.8,35.6,27.7,18.6,10.7,4.1,47.8,27.4,82,102.8,101,49.8,11.8,8.6,8.6,218.056,8.6,8.6
359,VT,2010,66541,9.56,R,14.1,52.5,106.5,140.9,135,60.8,14.5,4.6,15.1,27.1,22,13,7.2,3.1,30,17.9,63.9,97.2,100.6,44.1,9.2,8.6,9.56,218.056,9.56,9.56
360,WA,2010,66821,10.14,D,26.1,84.4,135.3,155.2,135.5,70.2,18.3,9.5,25.2,32.5,22.9,14.1,9.1,3.7,47.2,26.9,83,108.4,99.9,50.1,11.8,8.6,10.14,218.056,10.14,10.14
361,WI,2010,59906,8.6,D,18.5,68.6,113.1,154.4,134.3,56.3,11.6,3.9,11.2,16.5,11.8,7.8,4.9,1.4,46.9,26.2,79.1,117.9,104.8,42.4,8.4,8.6,8.6,218.056,8.6,8.6
362,WV,2010,50894,8.6,D,31.8,107.6,153.3,148,93.5,36.7,8.9,5.9,13.9,20.4,15.3,9.9,4.7,1.3,76.9,45.2,109.1,109.3,68.8,26.3,6.2,8.6,8.6,218.056,8.6,8.6
363,WY,2010,62107,6.11,D,25.7,98,159.6,162.4,109.9,48.5,12.2,4.7,12.6,17.9,12.4,8.2,5.6,2.3,70,39.4,116.6,124,84,35.3,8.1,8.6,8.6,218.056,6.11,6.11
364,AK,2011,66241,8.91,R,23.3,118.8,182.4,172.4,134.2,71.2,17.1,6.7,26.5,27.5,18.3,10.7,7.7,2.3,74.7,36.4,126.8,126.8,102,52.3,12.1,8.34,8.91,224.939,8.91,8.91
365,AL,2011,49123,0,R,30.6,99.6,142.8,150.2,102.8,41.6,9.1,5.1,14.2,19.4,15.2,9.2,4.8,1.4,70,41,101.2,111.3,77.2,30.3,6.3,8.34,8.34,224.939,0,0
366,AR,2011,47638,7.19,D,32.5,119.8,160.9,157.2,100.1,39.8,9.1,4.5,12.4,16.8,13.5,8.6,4.7,1.7,88.5,49.7,118.7,118.6,75.6,28.8,6,8.34,8.34,224.939,7.19,7.19
367,AZ,2011,56080,8.45,R,27.3,98.6,143.9,158.1,125.1,63.2,16.2,4.3,16.7,23.6,19.2,12.4,7.8,3.2,66.8,38.2,98.3,114.2,92.9,45.5,10.6,8.34,8.45,224.939,8.45,8.45
368,CA,2011,61554,9.2,D,28.6,92.4,136.3,155.7,146.1,83.6,24.2,9.8,30.1,42.4,32.7,21.6,12.6,4.9,49.4,28.7,74.7,99.7,101.9,58.1,15.7,8.34,9.2,224.939,9.2,9.2
369,CO,2011,67623,8.46,D,24,79.5,122.6,138.8,130.7,68.5,17.9,6.2,18,25.2,17.9,10.7,7.1,3.1,49.8,28.9,79.1,99.2,99.2,50.6,12.1,8.34,8.46,224.939,8.46,8.46
370,CT,2011,75450,9.49,D,20.1,62.4,117.6,146.8,152.1,78.7,19.2,10.3,25.9,44.4,34.5,19.7,11.4,3.8,28.3,16.1,57.3,90.7,108.7,55.1,12.5,8.34,9.49,224.939,9.49,9.49
371,DC,2011,63727,,D,67.8,87.3,106.1,78.2,118.6,97.8,31.3,24.5,26.3,34.6,20,17.3,12.6,3.6,48.6,42.8,56.8,46.8,82.9,70,22.8,,,,,
372,DE,2011,63045,8.34,D,32.8,94.5,151.9,180,145,71.8,16.5,14.2,33.6,49,40.1,24.8,12.8,4.7,47.9,29.1,81.7,113.3,98.1,48.1,9.4,8.34,8.34,224.939,8.34,8.34
373,FL,2011,52024,8.34,R,27.7,97.9,145.4,158.7,131.4,67.5,17.9,10.2,31.1,41.8,33.4,22.1,12.4,4.5,53.1,29.6,82.8,101.6,89.3,44.9,10.7,8.34,8.34,224.939,8.34,8.34
374,GA,2011,53025,5.92,R,30.6,101,153.3,157.8,125.4,60.5,15.4,7.1,20.6,31,25.7,17.2,9.9,3.1,65.2,38,99.3,108,88.7,41.3,10,8.34,8.34,224.939,5.92,5.92
375,HI,2011,68105,8.34,D,29.7,111,162.2,162.6,144.5,85.7,25.4,13.9,37.6,40.1,26.8,17.8,11.4,4.8,58.1,29.8,98.5,111,104.1,61,16.7,8.34,8.34,224.939,8.34,8.34
376,IA,2011,57923,8.34,R,18.7,64.9,120,176.9,132.8,51.9,11.8,4.2,12.2,17.7,13.5,8.1,5,2.6,42.9,25.3,83.8,135,103.2,38.7,7.5,8.34,8.34,224.939,8.34,8.34
377,ID,2011,54739,8.34,R,16.6,77.2,149.9,177.4,128,53,13.2,2.6,11.2,14.1,10.4,8,4,1.9,54.1,28.4,111.9,138.4,99.4,40.6,9.3,8.34,8.34,224.939,8.34,8.34
378,IL,2011,58405,9.49,D,28.6,85.6,123.5,143.5,139.6,70.9,17.4,9.2,22.5,30.6,22.7,15.7,9.2,3.3,50.7,29.5,74.9,98.8,102,50.7,11.5,8.34,9.49,224.939,9.49,9.49
379,IN,2011,51263,8.34,R,22.5,85.5,133.4,162.6,117.7,48.6,10.9,3,10.7,15.7,12.4,8.3,4.8,1.7,61.5,34.8,96.7,124.1,90.4,36.1,7.6,8.34,8.34,224.939,8.34,8.34
380,KS,2011,53226,8.34,R,21.5,86.4,137.6,167.1,126.3,54.3,11.9,2.6,8.4,13,10.3,6.7,4,1.5,64.3,35.6,102.8,129.8,99.1,41.6,8.6,8.34,8.34,224.939,8.34,8.34
381,KY,2011,45970,8.34,D,27.5,103.1,144.3,150.1,103.5,42.9,9.5,3.7,9.2,12.8,9.8,6.3,4.1,1.5,77.5,43.3,108.5,116.1,80.5,32,6.6,8.34,8.34,224.939,8.34,8.34
382,LA,2011,46895,0,R,31.2,116.3,153.2,152.6,105.7,45.6,10.3,5.8,16.7,22.3,17.6,10.6,6.3,2.1,81.6,45.5,107.2,111.1,78.4,32.3,6.7,8.34,8.34,224.939,0,0
383,MA,2011,73025,9.2,D,17.3,50.6,93,124.3,155.6,87.5,21.2,7.1,20.3,34.1,26.7,17.8,10.9,4.1,23.5,15.1,46.3,79.1,113.4,62.9,13.9,8.34,9.2,224.939,9.2,9.2
384,MD,2011,79442,8.34,D,28.4,93.5,147.4,161.9,153.4,83.4,20.5,12.6,39.1,55.4,38.7,25.5,14.4,4.3,42.1,24.4,72,99.4,104.4,56.3,13.2,8.34,8.34,224.939,8.34,8.34
385,ME,2011,57316,8.62,R,16,58.8,118.7,141.9,114.2,48.4,10.5,4.4,13.7,21.4,15.3,9.7,5.5,1.6,36.5,20.7,79.3,104.2,86.3,35.3,7.3,8.34,8.62,224.939,8.62,8.62
386,MI,2011,56377,8.51,R,22.4,83.2,130,163.9,130.9,56.9,13.3,6.6,21.8,30,23.3,14.4,8.1,2.7,49.4,27.7,80.8,115.3,95.9,39.9,8.6,8.34,8.51,224.939,8.51,8.51
387,MN,2011,66690,6.04,R,14.7,55,107.1,161.1,149.3,68.6,16,3.8,12.6,20.4,14.8,9.7,5.9,2.5,34.3,19.3,70.6,120.7,115.5,51.8,11,8.34,8.34,224.939,6.04,7.07
388,MO,2011,52796,8.34,D,23.7,88.6,137.6,152.9,119,50.4,11.2,4.3,13.9,20,13.3,8.7,5.1,1.8,61.1,34.6,96.4,115.2,91.2,37.3,7.7,8.34,8.34,224.939,8.34,8.34
389,MS,2011,47393,0,R,35.7,117.5,168.1,156.9,95.4,37,8.2,3.9,14.3,22.1,17.7,10.4,4.7,1.3,84.9,50.5,119.9,114.5,70,26.5,5.6,8.34,8.34,224.939,0,0
390,MT,2011,46456,4.6,D,21.1,82.6,137.9,161.6,125.4,54.2,14.1,5.6,17.2,20.3,15.2,9.3,5.5,3,53.1,29.3,96.3,120.7,96,40.1,9,8.34,8.34,224.939,4.6,8.45
391,NC,2011,52141,8.34,R,25.8,90.1,140.9,148.2,120.1,55.7,12.9,5.4,16.5,25.5,19.5,12.5,6.9,2.4,59.9,34.8,94.1,105.6,88.6,40.1,8.6,8.34,8.34,224.939,8.34,8.34
392,ND,2011,65007,8.34,R,15.6,69.1,110.4,181.1,137.3,58.4,12.7,2.6,9.3,12.5,10,5.8,3.7,1.5,49.1,28.4,80.5,141.7,109.2,45.2,9.2,8.34,8.34,224.939,8.34,8.34
393,NE,2011,64148,8.34,R,19.4,67.3,125.2,175,140.3,59.2,13.3,3.9,9.2,13.4,10.1,6.4,3.9,1.6,47.7,27.4,92.1,136.5,111,45.8,9.6,8.34,8.34,224.939,8.34,8.34
394,NH,2011,75986,8.34,D,11.8,44.1,100.3,143.3,135.9,60.5,12.9,4.8,13.6,24.5,18.9,10.8,6.4,2.2,24.3,13.6,61.1,102.1,103.3,44.6,8.7,8.34,8.34,224.939,8.34,8.34
395,NJ,2011,71901,8.34,R,25.4,81.3,140.8,164.1,170.4,90.7,23.2,13.5,36.4,56.5,41.2,27.2,14.8,5.4,34.4,18.6,65.6,99,117,62,14.4,8.34,8.34,224.939,8.34,8.34
396,NM,2011,48422,8.62,R,40.7,116,160.6,155,109.5,53.4,15.4,8.3,18.3,26.1,18.6,12.2,6.9,3.4,79.9,48.3,110,112.1,80,38.1,9.8,8.34,8.62,224.939,8.62,8.62
397,NV,2011,54260,8.34,R,32.5,112.1,157.8,161.7,130,68.8,23.9,9.5,29.6,40.3,29.8,21.3,12.7,9.8,66.2,36,94.5,107.4,88.9,45.7,11,8.34,8.34,224.939,8.34,9.49
398,NY,2011,58404,8.34,D,32.7,94,144.8,160.6,159.7,95.2,26.7,18.7,46,60.6,47,33.4,20.2,7.2,36.2,21.1,65.1,90.8,102.5,60.8,15.7,8.34,8.34,224.939,8.34,8.34
399,OH,2011,51497,8.51,R,23.4,85.4,136,157.9,124.2,54,12,5.5,16.7,25.1,19,11.7,6.4,2.3,55.9,31.4,90.3,114.1,92.8,39.1,7.9,8.34,8.51,224.939,8.51,8.51
400,OK,2011,55888,2.3,R,31.7,111.7,156.9,157.8,102.9,45.4,10.3,3.8,10.5,15.1,11.2,6.7,4.5,1.6,83.5,48,117,121.2,79.6,33.7,7.1,8.34,8.34,224.939,2.3,8.34
401,OR,2011,59430,9.77,D,21,76,119.4,141.3,121.7,64.1,16.1,6.2,18.7,24.9,18.7,12.4,7.5,3.2,46.2,25.8,76.6,100.6,90.1,46.5,10.4,8.34,9.77,224.939,9.77,9.77
402,PA,2011,57566,8.34,R,23.1,70.4,120.9,152.3,138.3,65.6,14.6,6.9,19.7,31.3,24.3,15,9,3.1,40.6,25,72.1,104.7,101.5,46.4,9.4,8.34,8.34,224.939,8.34,8.34
403,RI,2011,56555,8.51,I,22.9,61.1,98.4,138.5,133.2,67.7,15.5,7.2,22,31.4,26.2,16.3,10.1,3.1,30.7,21.3,53.3,91.4,96.1,47.2,10,8.34,8.51,224.939,8.51,8.51
404,SC,2011,46233,0,R,31.3,94.5,139.6,149.6,112.3,50.2,11.7,7.5,15.2,23.1,18.6,11.4,6.9,2.5,64.8,38.9,95.1,107.7,83.1,35.5,7.5,8.34,8.34,224.939,0,0
405,SD,2011,54467,8.34,R,20.3,82.1,134.8,188.5,135.4,57.3,13.2,1.8,8.8,10.5,7.3,4.7,3.2,1.2,60.4,34.4,102.6,150.4,108.5,44.8,9.9,8.34,8.34,224.939,8.34,8.34
406,TN,2011,48765,0,R,27.2,103.4,146.8,149.6,107.2,46,10.3,4.5,14.1,21.1,16.6,10.2,5.7,1.8,73.3,40.8,103,109.4,80,33.1,7,8.34,8.34,224.939,0,0
407,TX,2011,56571,8.34,R,36.5,115.2,155.7,157.6,125.5,61,15.7,5.3,18.4,25.9,19.6,12.6,7.3,2.9,79.2,46.8,106,113.3,93,44.1,10.5,8.34,8.34,224.939,8.34,8.34
408,US,2011,57732,,D,26.7,89.3,137.6,155.9,133.6,67.1,17.2,7.5,22.2,32.1,25,16.3,9.6,3.6,54.1,31.3,85.2,107,96.4,47.1,11,,,,,
409,UT,2011,64006,8.34,R,15.5,58.5,130.9,205.1,151.9,66.7,15.2,2.1,7.1,8.7,7.4,5,3.2,1.7,42.3,23.8,101.1,164.2,122.1,52.7,11.1,8.34,8.34,224.939,8.34,8.34
410,VA,2011,72222,8.34,R,19.5,75,131.4,151.6,140.6,74.3,18.5,5.6,21.6,34,26.5,17.6,10.6,3.6,42.7,24.5,78.3,102.1,101,52.2,12.1,8.34,8.34,224.939,8.34,8.34
411,VT,2011,59818,9.37,D,17.2,47.1,109.1,139,123.1,62,14.6,6.9,14.4,29.2,21.2,10.1,7.4,3.2,26,16.7,64.1,96.5,93.4,44.9,9.2,8.34,9.37,224.939,9.37,9.37
412,WA,2011,65571,9.97,D,23.1,82,129.4,154.3,135.5,70.7,18.7,8.4,24.4,30.4,22.2,14.5,8.8,3.8,45.9,25.3,80,108.2,99.6,50.8,12.1,8.34,9.97,224.939,9.97,9.97
413,WI,2011,60044,8.34,R,16.3,59.1,108.4,156.7,133.4,56.8,11.9,3.2,9.2,15.7,12.4,7.1,4.4,1.7,40.8,23.3,76,119.2,104.6,43.3,8.4,8.34,8.34,224.939,8.34,8.34
414,WI,2011,60044,8.34,R,16.3,59.1,108.4,156.7,133.4,56.8,11.9,3.2,9.2,15.7,12.4,7.1,4.4,1.7,40.8,23.3,76,119.2,104.6,43.3,8.4,8.34,8.34,224.939,8.34,8.34
415,WV,2011,48237,8.34,D,29.4,110.4,147.9,152.9,96,37,8.2,4.4,16.8,18.4,14.6,9.2,5.2,1.3,76.6,43.9,106.3,114,71.6,26.1,5.6,8.34,8.34,224.939,8.34,8.34
416,WY,2011,62871,5.92,R,22.6,93.7,150.2,163.2,114.2,48,11,4.5,15.1,18.1,13.1,8.9,5.6,2.5,64.3,35.2,108.6,124,87,34.9,6.9,8.34,8.34,224.939,5.92,5.92
417,AK,2012,71889,8.73,R,20,114.8,163.8,166,134.4,70,19.6,4.9,24.6,25.4,17,9.6,7.7,2.3,73.2,34.7,113.2,122.8,103.2,51.3,14.3,8.17,8.73,229.594,8.73,8.73
418,AL,2012,49092,0,R,26.7,97.4,134.7,148,104.1,41.7,8.6,4.2,12.8,17.1,14.2,9.2,4.7,1.5,69.4,39.1,96.6,110.3,78.3,30.5,5.8,8.17,8.17,229.594,0,0
419,AR,2012,44070,7.04,D,30.4,109.1,157.2,153,102.7,42.6,8.9,4.6,10.8,16.2,12.2,8.8,4.8,1.8,81,45.1,116.1,116.3,77.5,31.1,5.7,8.17,8.17,229.594,7.04,7.04
420,AZ,2012,53135,8.62,R,26.4,92.6,137.3,159.1,126.5,63.2,16.3,3.6,14,21.5,17.7,11.8,7.1,3,64.3,37,94.7,116.3,94.6,46.1,10.8,8.17,8.62,229.594,8.62,8.62
421,CA,2012,64403,9.01,D,25.2,85.1,130.1,153.8,147.6,85.9,24.4,8.5,26.8,39.8,31.9,21.2,12.4,4.8,46.3,26.6,72,98.9,103.6,60.2,16,8.17,9.01,229.594,9.01,9.01
422,CA,2012,64403,9.01,D,25.2,85.1,130.1,153.8,147.6,85.9,24.4,8.5,26.8,39.8,31.9,21.2,12.4,4.8,46.3,26.6,72,98.9,103.6,60.2,16,8.17,9.01,229.594,9.01,9.01
423,CO,2012,64668,8.61,D,20.3,71.2,118.2,137.7,129.5,69.9,17,5.3,16.1,23.9,16.5,10.5,6.8,2.6,44.5,25.4,76.7,99.6,98.4,52,11.8,8.17,8.61,229.594,8.61,8.61
424,CT,2012,72566,9.29,D,18,54.1,111.7,142.1,149.7,79.8,18.9,8.4,21.5,42,33.2,19.9,11.3,3.7,25.4,15,54.6,88,106.4,56.2,12.4,8.17,9.29,229.594,9.29,9.29
425,DC,2012,73694,,D,55.2,78.1,107.7,81,111.9,104.3,36.1,17.5,22.2,34.9,22.9,17.6,15.8,4.3,44.8,38.9,57.7,46.6,77.1,72.4,26.1,,,,,
426,DE,2012,55313,8.17,D,26,77,139.8,168.1,144.1,71.6,15.4,10.9,24.3,42.9,35.3,20.4,12.3,3.4,41.9,25.1,77.2,107.8,101.5,48.4,9.7,8.17,8.17,229.594,8.17,8.17
427,FL,2012,52036,8.64,R,24.4,93.1,138.4,156.5,130.5,67.4,17.8,8.8,28.2,39.1,32.2,21.5,12.2,4.5,51.7,28,79.5,100.9,89.1,45,10.7,8.17,8.64,229.594,8.64,8.64
428,GA,2012,54352,5.8,R,26.1,91.5,147.8,155.4,123.8,61.4,15.8,6.3,18.6,29.8,25.1,17,9.8,3.4,59.2,33.7,95.9,106.6,87.6,42.2,10,8.17,8.17,229.594,5.8,5.8
429,HI,2012,63548,8.17,D,24.8,99.2,148.7,159.3,145.4,86,26,9.7,31.7,34.5,25.1,15.6,10.4,4.7,53.7,28.1,92.3,109.7,106.9,62.1,17.4,8.17,8.17,229.594,8.17,8.17
430,IA,2012,60362,8.17,R,17,61.3,116.9,178,131.9,54.6,11.7,3.7,10.3,15.5,11.7,7.7,4.7,1.8,41.6,24.1,83.2,137.6,102.9,41.2,8.1,8.17,8.17,229.594,8.17,8.17
431,ID,2012,54127,8.17,R,17.2,76.8,151,182.2,129.4,53.8,13.8,2.9,11,12.6,9.9,5.9,3.2,1.9,53.9,28.3,114.2,142.8,102.5,41.9,9.8,8.17,8.17,229.594,8.17,8.17
432,IL,2012,58437,9.29,D,25.3,82.3,120.2,143,139.3,71.6,17.6,8.1,21.1,29.9,23.3,15.8,9.4,3.5,49.3,27.9,72.7,97.8,101.6,51,11.5,8.17,9.29,229.594,9.29,9.29
433,IN,2012,52135,8.17,R,21.7,80.7,130.4,161.6,118.3,48.5,10.4,2.8,9.8,14.5,12.5,7.8,4.5,1.7,58.3,33,95.4,123.3,91.4,36.2,7.1,8.17,8.17,229.594,8.17,8.17
434,KS,2012,56477,8.17,R,20.2,84.4,133.6,171.4,129.6,58.5,12.5,2.5,8.6,12.6,10.5,6.7,4.4,1.4,62.5,34.1,99.8,133.3,101.8,44.8,9.1,8.17,8.17,229.594,8.17,8.17
435,KY,2012,46406,8.17,D,24.6,99.5,142,154.5,105.9,43,8.9,2.8,8.3,11.7,10.1,6.2,3.9,1.1,75.3,41.1,107.6,119.5,82.6,32.2,6.4,8.17,8.17,229.594,8.17,8.17
436,LA,2012,44146,0,R,28.5,108.3,150,152.3,109.3,47.9,10.2,4.7,13,19.9,17.2,10.8,5.9,2,78.4,43.1,106.8,111.1,81.2,34.6,6.7,8.17,8.17,229.594,0,0
437,MA,2012,71898,9.01,D,14.7,48.2,89.5,117.9,150.2,88.9,21.4,6,19.3,32.1,24.4,15.9,10.3,4.3,22.4,14,45.2,75.9,110.6,64.6,13.9,8.17,9.01,229.594,9.01,9.01
438,MD,2012,81137,8.17,D,23.2,79.9,139.9,158.3,152.9,84.6,20.1,9.7,30.4,51.4,37,23.8,13.9,4.1,38.8,22.1,69.5,98,105.6,57.8,13,8.17,8.17,229.594,8.17,8.17
439,ME,2012,55523,8.45,R,13.7,59.4,112.9,145.2,119.4,49.2,11.8,4.5,14.3,20,15.9,10.3,5.1,1.8,36.4,19.5,75.7,106.4,90.1,36.3,8.2,8.17,8.45,229.594,8.45,8.45
440,MI,2012,56491,8.34,R,20.6,76.4,125.1,164.1,132,57.9,13.2,5.8,18.5,29,23.7,15,8.1,2.8,46.7,26.1,77.7,115,96.3,40.8,8.4,8.17,8.34,229.594,8.34,8.34
441,MN,2012,69796,5.91,R,13.7,51.5,105.1,160.1,150,69.2,16,3.3,10.7,19.2,14.5,8.9,6.1,2.3,33.1,18.6,69.9,120.2,116.8,52.1,11.3,8.17,8.17,229.594,5.91,6.93
442,MO,2012,56208,8.17,D,20.9,85,132.2,152.9,119.1,51.3,11.6,3.9,13,18.4,13.4,8.4,5.3,1.9,58.9,32.2,93.3,115.2,91.5,37.9,7.9,8.17,8.17,229.594,8.17,8.17
443,MS,2012,41385,0,R,31,109.3,157.7,152.8,95.9,39.3,8.3,4,12.2,19.8,17.2,9.9,5,1.1,79.8,46,113.2,111.5,70.9,28.1,5.9,8.17,8.17,229.594,0,0
444,MT,2012,50926,4.51,D,20.3,77.9,128.3,162.1,125.6,60.2,12.3,4.7,14.2,18.3,14.1,8.7,5.6,2.5,51.9,28.8,90.2,122.2,96.6,45,8,8.17,8.17,229.594,4.51,8.62
445,NC,2012,46933,8.17,R,24.2,83,138.3,149,122.3,57.5,12.9,5.2,16,26.1,20.4,13.2,7.2,2.5,54.5,31.8,91.3,105.5,89.7,41.3,8.5,8.17,8.17,229.594,8.17,8.17
446,ND,2012,62987,8.17,R,17.7,61.5,112.2,185.6,147.6,57.3,9.4,2.9,8.3,12,9.6,5.4,3.3,1.4,43.7,26.5,82.6,145.9,118.1,44.8,6.6,8.17,8.17,229.594,8.17,8.17
447,NE,2012,58954,8.17,R,18.3,63.2,120.5,176.4,143.3,61.2,14.8,3,7.4,12.9,10.4,6.5,4.3,1.7,45.9,26.7,88.5,137.5,113.5,47.1,10.8,8.17,8.17,229.594,8.17,8.17
448,NH,2012,76600,8.17,D,12.1,41.3,87.7,139.4,131.5,60.3,11.7,4.2,11.9,20.8,17.2,11,6,2.2,23.5,13.8,54,100.3,99.5,44.8,7.7,8.17,8.17,229.594,8.17,8.17
449,NJ,2012,75327,8.17,R,19.3,68.1,131.5,165.3,170,92.7,24.3,9.2,27.9,51.2,43.1,28.1,15.3,6.2,31.2,16.7,62.7,98.3,116,63.1,14.6,8.17,8.17,229.594,8.17,8.17
450,NM,2012,49047,8.45,R,37.2,113.9,152.7,150.3,109.5,54.1,13.7,7.6,16.3,21.6,17.1,11.4,6.4,2.3,80,46.8,107.4,109.6,80.8,39.2,9.3,8.17,8.45,229.594,8.45,8.45
451,NV,2012,53462,8.17,R,26.8,107.7,149.3,156.4,125.8,66.9,24.5,7.7,26.1,34.5,27.5,18,11.8,10.3,65.9,33.8,92.8,105.2,88.4,44.9,11,8.17,8.17,229.594,8.17,9.29
452,NY,2012,53854,8.17,D,28.9,84.3,138.4,154.5,158.6,96.1,27.3,15.9,40.1,55.8,44.1,31.6,19.4,7,33.5,19.7,64.1,88.4,103.1,62.2,16.3,8.17,8.17,229.594,8.17,8.17
453,OH,2012,50121,8.67,R,21.2,81.1,133.3,157.8,125.7,55,11.8,4.9,14.9,22.7,17.9,11.6,6.6,2.2,53.9,29.7,90.3,115.1,94.1,39.7,7.8,8.17,8.67,229.594,8.67,8.67
454,OK,2012,54675,2.25,R,31.4,111.6,151.4,159.1,107.5,44.4,10.4,3.7,11.1,14.1,11.3,6.7,4.3,1.7,82.9,47.3,113.3,122.3,83.4,33.1,7,8.17,8.17,229.594,2.25,8.17
455,OR,2012,58479,9.91,D,19.1,69,114.2,139.6,120.7,65.9,16.3,5.2,16.3,23,17.9,11.2,7.2,3,42.5,23.7,74,100,90.3,48.3,10.8,8.17,9.91,229.594,9.91,9.91
